ID,Sales_Person,Customer_Name,Car_Make,Car_Model,Car_Year,Sale_Price,Commission_Rate,Commission_Earned,Year,Month,Month_ID,Day,Day_ID,Day_Index,,,
3331,Lisa Edwards,Sean Fields,Toyota,Altima,2014,20326,0.063221962,1285.05,2022,June,6,Thursday,4,30,,,
3332,Sheila Garcia,Jennifer Nguyen,Nissan,Silverado,2022,25709,0.147895268,3802.24,2023,February,2,Thursday,4,2,,,
3333,Jill Austin,Kristy Lewis,Chevrolet,Altima,2011,36401,0.055183756,2008.74,2022,August,8,Tuesday,2,9,,,
3334,Tiffany Lawrence DDS,Matthew Hernandez,Ford,Altima,2016,26703,0.0721412,1926.39,2022,July,7,Wednesday,3,13,,,
3335,Michael Richards,Jeffrey Francis,Chevrolet,F-150,2022,14049,0.14553341,2044.6,2022,August,8,Saturday,6,13,,,
3336,Tracy Johnson,Bradley Vargas,Honda,Silverado,2016,43758,0.104668017,4580.06,2022,September,9,Wednesday,3,21,,,
3337,Crystal Vasquez,Daniel Clements,Ford,Silverado,2017,49917,0.072692219,3628.58,2022,May,5,Saturday,6,14,,,
3338,Brenda Thompson,Michael Simpson,Ford,Corolla,2017,25350,0.050825794,1288.43,2022,October,10,Tuesday,2,18,,,
3339,Victoria Olson,Laura Johnson,Chevrolet,F-150,2022,39756,0.050716853,2016.3,2023,April,4,Friday,5,21,,,
3340,Robin Smith,Melissa Patel,Toyota,Civic,2012,46490,0.069355898,3224.36,2023,April,4,Wednesday,3,19,,,
3341,Tamara Howell,Kimberly Martin,Chevrolet,Silverado,2018,48737,0.117538983,5728.5,2022,October,10,Tuesday,2,25,,,
3342,Shannon Carter,Brittany Sanders,Nissan,Corolla,2016,15068,0.071960818,1084.31,2022,August,8,Wednesday,3,31,,,
3343,James Scott,Austin Delacruz,Chevrolet,Silverado,2017,26582,0.066624715,1771.02,2022,October,10,Saturday,6,29,,,
3344,Katelyn Manning,Robert Willis,Chevrolet,Silverado,2016,36882,0.091636529,3379.74,2022,August,8,Saturday,6,13,,,
3345,Steven Lee,Tonya Townsend,Nissan,F-150,2021,24025,0.066633973,1600.88,2023,January,1,Sunday,7,1,,,
3346,Nathaniel Taylor,Robert Price,Nissan,F-150,2022,33713,0.123551077,4165.28,2022,July,7,Sunday,7,3,,,
3347,Nicole Lawrence,Rachel Ramirez,Toyota,Silverado,2012,25673,0.093152943,2391.52,2022,July,7,Monday,1,4,,,
3348,Cathy Conway,Steven Williams,Toyota,F-150,2019,32471,0.078607968,2552.48,2022,August,8,Monday,1,29,,,
3349,Darren Holden,Robin Williams,Chevrolet,Civic,2013,22420,0.141342009,3168.89,2022,December,12,Friday,5,30,,,
3350,Charles May,Richard Atkinson,Ford,Silverado,2015,10207,0.102053394,1041.66,2022,August,8,Thursday,4,25,,,
3351,Daniel Gay,Maria Estrada,Honda,Civic,2018,35573,0.104323892,3711.11,2022,September,9,Friday,5,23,,,
3352,Jennifer Long,Melissa Keith,Chevrolet,Corolla,2021,19409,0.087020662,1688.98,2023,January,1,Monday,1,16,,,
3353,Christopher Rivera,Jesus Leach,Toyota,Silverado,2015,15186,0.124920847,1897.05,2022,June,6,Friday,5,10,,,
3354,Miguel Vaughan,Nicole Gutierrez,Chevrolet,Altima,2020,31674,0.123944405,3925.82,2022,June,6,Friday,5,10,,,
3355,Carolyn Wheeler,Maria Gonzalez,Nissan,Corolla,2020,46433,0.106753249,4956.87,2022,October,10,Monday,1,3,,,
3356,Leslie Ryan,Janice Villa,Nissan,Altima,2021,10305,0.138364226,1425.84,2023,April,4,Sunday,7,2,,,
3357,Alexis Chen,Joseph Arnold,Toyota,Corolla,2022,25055,0.142379256,3567.31,2023,March,3,Monday,1,6,,,
3358,Sheila Phillips,Christopher Barnes,Ford,Silverado,2019,18395,0.116589873,2144.67,2023,March,3,Sunday,7,5,,,
3359,Lindsay Hernandez,Janet Butler,Toyota,F-150,2019,31733,0.126428771,4011.96,2022,November,11,Friday,5,11,,,
3360,Gina Krueger,Jennifer Riggs,Honda,Civic,2013,27155,0.109053664,2961.35,2023,April,4,Saturday,6,8,,,
3361,Peter Taylor,Jennifer Clarke,Chevrolet,Silverado,2021,21284,0.117282861,2496.25,2022,September,9,Tuesday,2,6,,,
3362,Alejandro Wilson,Ruben Robles,Toyota,Altima,2014,37300,0.13537844,5049.62,2022,November,11,Thursday,4,3,,,
3363,Brooke Evans,Oscar Torres,Toyota,Corolla,2012,16048,0.103554437,1661.84,2022,September,9,Friday,5,23,,,
3364,Sean Durham,James Davis,Toyota,Corolla,2017,31327,0.066811729,2093.01,2022,May,5,Tuesday,2,10,,,
3365,Kelsey Williams,Kevin Ferguson,Honda,Silverado,2020,13651,0.05051824,689.62,2022,June,6,Tuesday,2,21,,,
3366,Patrick Torres,Alicia Kennedy,Nissan,Silverado,2011,49170,0.085932228,4225.29,2022,September,9,Wednesday,3,7,,,
3367,Timothy Moore,Corey Gordon,Nissan,Silverado,2020,23229,0.141757421,3292.88,2023,January,1,Saturday,6,28,,,
3368,Jose Rivas,Cynthia Henderson,Honda,Altima,2016,28342,0.053044176,1503.38,2022,October,10,Saturday,6,29,,,
3369,Stephanie Spencer,Nicole Perez,Honda,Altima,2012,13070,0.073436601,959.82,2022,May,5,Monday,1,2,,,
3370,Sandra Jones,Frederick Anderson,Honda,Altima,2016,17037,0.085578363,1458,2022,October,10,Friday,5,7,,,
3371,Michael Mcintosh,Renee Molina MD,Honda,Altima,2022,44444,0.123417405,5485.16,2023,February,2,Wednesday,3,8,,,
3372,Alicia Black,Kristin Hodges,Honda,Altima,2018,12965,0.059302808,768.86,2023,April,4,Sunday,7,2,,,
3373,Alexandria Paul,Daniel Carlson,Nissan,Corolla,2011,37847,0.100375271,3798.9,2023,January,1,Sunday,7,22,,,
3374,Jonathan Perez,Megan Flynn,Toyota,Corolla,2012,22108,0.063869077,1412.02,2022,June,6,Saturday,6,4,,,
3375,Carolyn Hill,Christopher Nguyen,Honda,Silverado,2018,33016,0.136076801,4492.71,2023,March,3,Monday,1,27,,,
3376,Megan Henderson,Kristin Anderson,Toyota,Silverado,2022,14985,0.106634168,1597.91,2022,November,11,Friday,5,4,,,
3377,Ryan Turner,Tina Ayers,Nissan,F-150,2013,46350,0.121533076,5633.06,2022,August,8,Saturday,6,27,,,
3378,Andrea Shelton,Robert Black,Toyota,Silverado,2020,37013,0.087954248,3255.45,2022,October,10,Saturday,6,15,,,
3379,Jerry Delacruz,Angela White,Chevrolet,Silverado,2016,22795,0.144349939,3290.46,2022,September,9,Thursday,4,29,,,
3380,Michael Hayes,Samuel Guzman,Chevrolet,Altima,2022,25599,0.090389436,2313.88,2023,February,2,Saturday,6,25,,,
3381,John Lara PhD,Leslie Nguyen,Honda,F-150,2019,23073,0.070500785,1626.66,2022,September,9,Wednesday,3,14,,,
3382,Michelle Alvarez,Noah Blake,Honda,F-150,2013,37219,0.079119698,2944.76,2022,August,8,Monday,1,15,,,
3383,Sue Davis,Anna Johnson,Chevrolet,Corolla,2019,22336,0.111671128,2494.29,2022,October,10,Monday,1,24,,,
3384,Mary Davis,Jose Morris,Honda,Silverado,2010,15894,0.133690166,2124.87,2022,November,11,Saturday,6,12,,,
3385,Jonathan Greene,Matthew Kim,Chevrolet,Civic,2016,23499,0.103633415,2435.28,2023,February,2,Friday,5,3,,,
3386,Lauren Gill,Lisa Mills,Honda,Corolla,2020,14516,0.122898099,1783.99,2023,January,1,Sunday,7,29,,,
3387,Lori Williamson,Jeffrey Collins,Toyota,Civic,2018,37330,0.091380271,3411.23,2022,June,6,Sunday,7,19,,,
3388,Sandra Rojas,Joshua Anderson,Toyota,Civic,2017,16157,0.136414168,2204.04,2022,December,12,Sunday,7,11,,,
3389,Miss Erika King MD,Craig Myers,Chevrolet,Corolla,2020,10378,0.060455589,627.41,2022,November,11,Sunday,7,13,,,
3390,Caroline Collins,Dylan Mccoy,Honda,Silverado,2018,24539,0.096563037,2369.56,2023,January,1,Wednesday,3,25,,,
3391,Jackie Martinez,Richard Mccall,Toyota,Civic,2014,33147,0.065338754,2165.78,2023,March,3,Thursday,4,16,,,
3392,Sean Summers,Benjamin Baker,Honda,Altima,2016,48390,0.062202149,3009.96,2023,January,1,Sunday,7,1,,,
3393,Brandon Russell,Kyle Thomas,Chevrolet,Altima,2022,34045,0.054026638,1839.34,2022,June,6,Thursday,4,16,,,
3394,Jacob Flowers,Alexandra Abbott,Chevrolet,Silverado,2012,16710,0.059011912,986.09,2022,July,7,Friday,5,1,,,
3395,April Mata,Dr. Nicholas Moore DDS,Honda,F-150,2012,20229,0.071490416,1446.18,2022,June,6,Sunday,7,12,,,
3396,Gregory Austin,Hannah Sanders,Toyota,Altima,2022,28940,0.10215662,2956.41,2023,January,1,Tuesday,2,3,,,
3397,Robert Robinson,Savannah Graves,Ford,Civic,2013,20021,0.056039801,1121.97,2022,May,5,Monday,1,2,,,
3398,Stacey Cannon,Lisa Mann,Chevrolet,Altima,2018,10738,0.107011614,1149.09,2023,April,4,Monday,1,10,,,
3399,Roy Keller,Tony Howard,Toyota,Altima,2012,25416,0.080766977,2052.77,2023,March,3,Friday,5,3,,,
3400,Rebecca Leach,Bradley Villanueva,Chevrolet,F-150,2020,27865,0.094289247,2627.37,2023,February,2,Saturday,6,4,,,
3401,Matthew Cantu,Heather Alvarado,Honda,F-150,2022,44966,0.115076285,5174.52,2022,July,7,Tuesday,2,26,,,
3402,Vanessa Harper,Daniel Robinson,Nissan,Civic,2014,19985,0.062353887,1246.14,2022,December,12,Thursday,4,22,,,
3403,Kristopher Blackwell,Mary Beck,Honda,Civic,2014,44401,0.135249265,6005.2,2023,January,1,Sunday,7,8,,,
3404,Marissa Johnson,Kimberly Lewis,Honda,Silverado,2011,26362,0.072091533,1900.48,2022,October,10,Tuesday,2,11,,,
3405,Alejandro Smith,Bradley Shelton,Nissan,Corolla,2012,27777,0.073627575,2045.15,2022,May,5,Thursday,4,12,,,
3406,Carol Santos,Andrew Moody,Toyota,Altima,2016,23504,0.14052579,3302.92,2022,August,8,Thursday,4,18,,,
3407,William Williams,David Cooper,Honda,Civic,2019,35902,0.06515045,2339.03,2022,May,5,Thursday,4,26,,,
3408,Thomas Shields,Kim Barber,Ford,Altima,2019,17508,0.072339075,1266.51,2022,August,8,Sunday,7,28,,,
3409,Shannon Harris,Christopher Smith,Nissan,F-150,2018,47716,0.14843982,7082.95,2023,April,4,Tuesday,2,25,,,
3410,Lisa Todd,Evan Foley,Chevrolet,F-150,2017,24491,0.079187405,1939.38,2023,April,4,Monday,1,3,,,
3411,Sarah Yang,Cheryl Miller,Toyota,Civic,2022,45624,0.051419955,2345.98,2022,December,12,Wednesday,3,28,,,
3412,George Marquez MD,Zachary Frazier,Chevrolet,Civic,2017,17145,0.06618291,1134.71,2022,May,5,Thursday,4,19,,,
3413,Jessica Abbott,Jennifer Williams,Nissan,Altima,2015,14461,0.108584681,1570.24,2022,October,10,Tuesday,2,18,,,
3414,Gary Pruitt,Denise Gomez,Honda,Civic,2022,32085,0.078929921,2532.47,2022,July,7,Tuesday,2,12,,,
3415,Jason Smith,Jesse Greene,Nissan,Civic,2018,11699,0.093914499,1098.71,2023,January,1,Sunday,7,8,,,
3416,Christopher West,Debra Hill,Ford,Corolla,2013,36463,0.058022559,2115.68,2022,May,5,Wednesday,3,11,,,
3417,Valerie Phillips,Sharon Brown,Chevrolet,F-150,2019,33706,0.081308149,2740.57,2022,November,11,Friday,5,4,,,
3418,Dana Murphy,Jessica Jordan,Toyota,Corolla,2016,33407,0.096548708,3225.4,2023,April,4,Wednesday,3,12,,,
3419,Sarah Henry,Charles Braun,Toyota,Civic,2011,27900,0.07772712,2168.59,2022,July,7,Friday,5,1,,,
3420,Carl Hunter,Kimberly Buchanan,Nissan,F-150,2019,13561,0.130089779,1764.15,2022,December,12,Tuesday,2,13,,,
3421,Lindsay Davis,Elizabeth Blankenship,Toyota,Civic,2013,21812,0.13634438,2973.94,2022,May,5,Monday,1,2,,,
3422,Kelsey Smith,Ronald Martinez,Toyota,Silverado,2020,43046,0.116507833,5015.2,2023,April,4,Friday,5,21,,,
3423,Jessica Bryant,Christina Richards,Toyota,Civic,2021,23514,0.074639937,1755.08,2023,March,3,Wednesday,3,1,,,
3424,Samuel Cole,Amanda Hammond,Honda,Silverado,2013,35759,0.085689544,3064.17,2022,May,5,Tuesday,2,17,,,
3425,Cheryl Rice,Jordan Cole,Toyota,Silverado,2022,14629,0.052826019,772.79,2023,February,2,Saturday,6,4,,,
3426,Carol Hart,Douglas Schultz,Nissan,Civic,2017,43583,0.067571736,2944.98,2022,October,10,Thursday,4,6,,,
3427,Mallory Flores,Stephanie Martinez,Nissan,Silverado,2015,18797,0.052379631,984.58,2022,November,11,Sunday,7,27,,,
3428,Jeremiah Snyder,Danny Preston,Ford,Civic,2018,13823,0.058892557,814.07,2022,December,12,Tuesday,2,6,,,
3429,April Kelly,Teresa Adams,Ford,F-150,2022,41437,0.10301028,4268.44,2022,May,5,Sunday,7,1,,,
3430,Mary Stuart,Mike Romero,Honda,F-150,2022,31683,0.082911863,2626.9,2022,September,9,Tuesday,2,20,,,
3431,Brandon Morris,Carol Villegas,Toyota,Altima,2019,39652,0.12297884,4876.36,2022,June,6,Wednesday,3,8,,,
3432,Robert Alexander,Jeremy Thompson,Toyota,Corolla,2014,45419,0.102383989,4650.18,2022,May,5,Thursday,4,12,,,
3433,Amy Brock,Mrs. Cynthia Hanson,Chevrolet,F-150,2017,23745,0.133585129,3171.98,2022,October,10,Wednesday,3,12,,,
3434,Caitlin Hill,Sean Owen,Honda,Civic,2016,48766,0.069311453,3380.04,2022,June,6,Thursday,4,23,,,
3435,Jordan Clements,Keith Thompson,Chevrolet,Civic,2012,34631,0.054673042,1893.38,2023,March,3,Wednesday,3,29,,,
3436,Marc Miller,Eric Page,Toyota,F-150,2016,33204,0.061133965,2029.89,2023,March,3,Monday,1,13,,,
3437,James Martinez,Lisa Yang,Toyota,Civic,2019,42552,0.108194414,4603.89,2022,November,11,Saturday,6,26,,,
3438,Michael Nunez,Tammy Mendoza,Chevrolet,Altima,2013,18205,0.145307636,2645.33,2022,October,10,Wednesday,3,5,,,
3439,Christopher Martin,Carla Hart,Honda,Altima,2019,30672,0.127676505,3916.09,2022,June,6,Thursday,4,23,,,
3440,Yvette Ramos,Matthew Lyons,Nissan,Corolla,2014,18001,0.053143425,956.63,2022,August,8,Sunday,7,7,,,
3441,Elizabeth Adams,Jodi Marsh,Nissan,F-150,2018,17134,0.133345924,2284.75,2022,July,7,Sunday,7,24,,,
3442,Christian Ortiz,Roy Salinas,Chevrolet,Silverado,2012,27379,0.06070336,1662,2022,June,6,Thursday,4,9,,,
3443,Jessica Perry,Andre Compton,Honda,Silverado,2018,17201,0.101528834,1746.4,2022,December,12,Saturday,6,24,,,
3444,Cynthia Garza,Teresa Medina,Honda,Silverado,2013,42119,0.136972439,5769.14,2022,June,6,Sunday,7,5,,,
3445,Aaron Figueroa,Cristian Thompson,Chevrolet,F-150,2022,29140,0.057721777,1682.01,2022,May,5,Saturday,6,21,,,
3446,Debbie Roberts,Jose Ward,Chevrolet,Altima,2012,25699,0.065448206,1681.95,2023,March,3,Sunday,7,26,,,
3447,Alexis Morgan,Vanessa Suarez,Toyota,Civic,2015,49243,0.093281575,4593.46,2022,May,5,Saturday,6,7,,,
3448,Emily Bean,Marcus Bullock,Ford,F-150,2017,10503,0.062559908,657.07,2022,December,12,Thursday,4,22,,,
3449,Marvin Wang,Justin Stein,Toyota,F-150,2016,32573,0.106465129,3467.89,2022,December,12,Friday,5,23,,,
3450,William Glover DDS,Erica Alexander,Honda,Civic,2022,13986,0.094023194,1315.01,2022,December,12,Thursday,4,1,,,
3451,Alyssa Mclean,Jacob Smith,Chevrolet,Corolla,2018,45012,0.050698863,2282.06,2022,October,10,Sunday,7,2,,,
3452,Michael Brown,Carlos Phelps,Ford,Civic,2010,12103,0.053400818,646.31,2023,March,3,Sunday,7,12,,,
3453,Cynthia Jones,Sarah Gray,Honda,Corolla,2022,15472,0.09617645,1488.04,2022,September,9,Tuesday,2,20,,,
3454,Kristina Brown,Mary Young,Nissan,Corolla,2021,15755,0.087211726,1374.02,2022,December,12,Thursday,4,1,,,
3455,Mr. Eric Harding,Martin Wells,Toyota,Civic,2017,25635,0.147659518,3785.25,2022,September,9,Monday,1,5,,,
3456,Gabriela Copeland,Philip Rodriguez,Honda,Corolla,2016,20294,0.061187941,1241.75,2022,July,7,Wednesday,3,20,,,
3457,Whitney Cobb,Jeffrey Cordova,Chevrolet,Altima,2021,17164,0.097697298,1676.88,2022,November,11,Sunday,7,13,,,
3458,Cheryl Cook,Colin Welch,Chevrolet,Civic,2019,27849,0.059948967,1669.52,2022,August,8,Monday,1,29,,,
3459,John Walker,Jessica Baker,Toyota,F-150,2014,10683,0.1023318,1093.21,2022,October,10,Monday,1,10,,,
3460,Michele King,Katelyn Mercado,Nissan,F-150,2018,14023,0.116598105,1635.06,2022,December,12,Friday,5,16,,,
3461,Rachel Howell,Dustin Gonzalez,Toyota,Corolla,2013,44645,0.088015932,3929.47,2022,July,7,Saturday,6,30,,,
3462,Karen Mcdonald,Mrs. Angela Thomas,Honda,Silverado,2011,22068,0.112812898,2489.56,2023,February,2,Monday,1,20,,,
3463,Rodney Howell,Tina Zimmerman,Toyota,Altima,2010,11040,0.067260471,742.56,2022,May,5,Sunday,7,1,,,
3464,Jason Gutierrez,David Petty,Toyota,Civic,2021,30249,0.121962155,3689.23,2022,September,9,Tuesday,2,13,,,
3465,Caitlyn Bennett,Sandra Chase,Honda,F-150,2012,29937,0.143609085,4299.23,2022,August,8,Thursday,4,11,,,
3466,Justin Day,Drew Mendoza,Ford,Silverado,2016,15343,0.061878885,949.41,2023,April,4,Friday,5,28,,,
3467,Hannah Moore,Elizabeth Taylor,Chevrolet,Corolla,2013,31020,0.121529608,3769.85,2023,April,4,Thursday,4,27,,,
3468,Destiny Barnes,Juan Lawrence,Ford,Civic,2011,28696,0.124617098,3576.01,2022,August,8,Sunday,7,21,,,
3469,Melissa Schroeder,Mark Villarreal,Honda,Silverado,2015,36767,0.078965679,2903.33,2022,July,7,Wednesday,3,20,,,
3470,Benjamin Farmer,Bryan Jones Jr.,Toyota,Altima,2011,12441,0.074077188,921.59,2022,May,5,Thursday,4,12,,,
3471,Jason Spence,Carlos Arnold,Nissan,Corolla,2017,12336,0.143042026,1764.57,2022,October,10,Saturday,6,15,,,
3472,Vincent Thomas,Connie Young,Chevrolet,Corolla,2014,33828,0.112749167,3814.08,2022,July,7,Thursday,4,28,,,
3473,Joseph Austin,Kayla Gonzales,Toyota,Altima,2011,18738,0.05129227,961.11,2022,October,10,Friday,5,21,,,
3474,Tina Clark,Adam Mccall,Toyota,Altima,2010,46196,0.110029857,5082.94,2022,November,11,Saturday,6,12,,,
3475,Kayla Nunez,Michael Bennett,Ford,Silverado,2016,19486,0.077976627,1519.45,2022,October,10,Sunday,7,30,,,
3476,Brittany Ballard,Jennifer Sims,Chevrolet,Altima,2022,40454,0.104391878,4223.07,2022,December,12,Friday,5,16,,,
3477,Alex Ortiz,Mike Ortega,Honda,F-150,2014,27338,0.134677205,3681.81,2022,November,11,Wednesday,3,2,,,
3478,Kimberly Odom,Evan Hughes,Honda,F-150,2022,12498,0.14765384,1845.38,2022,June,6,Thursday,4,23,,,
3479,Victoria Lindsey,Jennifer Stark,Ford,Altima,2013,17180,0.07355409,1263.66,2022,May,5,Thursday,4,5,,,
3480,Todd Smith,Christine Gross,Chevrolet,F-150,2021,42822,0.144406048,6183.76,2023,April,4,Saturday,6,15,,,
3481,Jesse Roberts,Raymond Rocha,Chevrolet,Silverado,2010,47997,0.091992362,4415.36,2022,December,12,Friday,5,2,,,
3482,Sarah Reynolds,Christopher Rose,Toyota,Civic,2017,47863,0.054550719,2610.96,2022,November,11,Monday,1,28,,,
3483,Richard Nguyen,John Bell,Chevrolet,Silverado,2017,25916,0.131222293,3400.76,2022,June,6,Wednesday,3,22,,,
3484,Robin Bennett,George Blair,Ford,Silverado,2014,25801,0.148348689,3827.54,2023,January,1,Friday,5,13,,,
3485,Thomas Franklin DDS,Jamie Tucker,Toyota,Civic,2013,35471,0.104025054,3689.87,2023,April,4,Thursday,4,20,,,
3486,Charles Norman,Linda Carpenter,Ford,Civic,2021,14740,0.149994354,2210.92,2022,October,10,Saturday,6,22,,,
3487,Joseph Burnett,Pamela Johnson,Honda,F-150,2022,26200,0.089780881,2352.26,2022,November,11,Thursday,4,3,,,
3488,Michele Morris MD,Wendy Jones,Honda,F-150,2021,45317,0.088627795,4016.35,2022,September,9,Wednesday,3,7,,,
3489,Teresa Sullivan,Justin Wu,Honda,Silverado,2015,32010,0.144292807,4618.81,2022,June,6,Sunday,7,26,,,
3490,Michael Jones,Zachary Martinez,Chevrolet,Civic,2021,48644,0.123191731,5992.54,2022,May,5,Thursday,4,19,,,
3491,Gene Payne,David Lewis,Nissan,Civic,2015,24801,0.136201103,3377.92,2022,September,9,Thursday,4,29,,,
3492,Alexis Norton,Stacy Maldonado,Nissan,F-150,2012,25858,0.091378968,2362.88,2022,August,8,Saturday,6,27,,,
3493,Joseph Wells,Jeffrey Holmes,Chevrolet,Silverado,2015,47254,0.074196094,3506.06,2022,September,9,Thursday,4,15,,,
3494,Anne Sosa,Martin Simmons,Toyota,F-150,2010,40767,0.098973465,4034.85,2022,June,6,Saturday,6,18,,,
3495,Brooke Maddox,Jose Robinson,Honda,Silverado,2016,40164,0.141063407,5665.67,2023,April,4,Friday,5,21,,,
3496,Jose Meadows,Wesley Jones,Toyota,Altima,2017,17482,0.111311032,1945.94,2023,March,3,Friday,5,17,,,
3497,Christopher Delgado,Dawn Coffey,Chevrolet,Silverado,2017,41496,0.142421043,5909.9,2022,June,6,Monday,1,13,,,
3498,Travis May,Stephanie Becker,Chevrolet,Silverado,2014,22993,0.108140763,2486.48,2022,December,12,Tuesday,2,6,,,
3499,Sarah Chan,Antonio Choi,Ford,Civic,2016,32652,0.050745591,1656.95,2023,January,1,Friday,5,20,,,
3500,Jacqueline Brown,Mason Anderson,Ford,Civic,2012,18492,0.099174104,1833.93,2022,December,12,Sunday,7,11,,,
3501,Stephen Beasley,David Todd,Toyota,Civic,2013,17690,0.103308288,1827.52,2023,May,5,Monday,1,1,,,
3502,Eric Floyd,Emily Boyd,Chevrolet,Altima,2021,47150,0.104111041,4908.84,2022,December,12,Friday,5,30,,,
3503,Robert Sparks,George Kennedy,Toyota,Silverado,2019,28768,0.097124055,2794.06,2023,February,2,Thursday,4,16,,,
3504,Kayla Nelson,Kelly Williams PhD,Chevrolet,Corolla,2015,45920,0.141846429,6513.59,2022,August,8,Wednesday,3,31,,,
3505,Mia Edwards,Karen Jackson,Nissan,Civic,2016,24549,0.132291439,3247.62,2022,October,10,Thursday,4,20,,,
3506,Andrea Maxwell,Todd Jordan,Toyota,Corolla,2017,38804,0.055522578,2154.5,2022,December,12,Monday,1,12,,,
3507,Erica Smith,James Ramirez,Toyota,Corolla,2020,41371,0.113705507,4704.11,2023,February,2,Tuesday,2,7,,,
3508,Kenneth Mack,Stephanie Jackson,Toyota,Silverado,2018,47965,0.146709119,7036.9,2022,October,10,Wednesday,3,19,,,
3509,Steven Fields,Allison Gamble,Chevrolet,Silverado,2014,16058,0.081837346,1314.14,2022,August,8,Wednesday,3,3,,,
3510,Michael Beck,Tami Adams,Toyota,Civic,2018,34286,0.136127758,4667.28,2023,February,2,Monday,1,27,,,
3511,Tara Simpson,Alexandra Anderson,Nissan,Silverado,2011,30661,0.07882865,2416.97,2022,May,5,Monday,1,23,,,
3512,Timothy Park,Tara Rodriguez,Ford,Silverado,2021,32818,0.133888876,4393.97,2023,March,3,Friday,5,24,,,
3513,Michelle Davis,Michelle Palmer,Toyota,Altima,2015,46151,0.052212067,2409.64,2022,December,12,Saturday,6,10,,,
3514,Amy Reed,Joan Hall,Chevrolet,F-150,2016,23734,0.12281972,2915,2022,August,8,Wednesday,3,3,,,
3515,Nicholas Harrington,Jacqueline Rocha,Toyota,Silverado,2010,13954,0.087202629,1216.83,2022,September,9,Friday,5,16,,,
3516,Julia Ortiz,Cody Brown,Chevrolet,F-150,2021,27272,0.127593995,3479.74,2022,December,12,Tuesday,2,6,,,
3517,Terry Lawson,William Miranda,Nissan,Civic,2019,44011,0.136081618,5989.09,2022,June,6,Wednesday,3,29,,,
3518,Michele Guerrero,Angela Odonnell MD,Nissan,Corolla,2018,33896,0.142281125,4822.76,2023,February,2,Thursday,4,23,,,
3519,Reginald Castillo,Jonathan Wilson,Toyota,F-150,2010,40515,0.123550635,5005.65,2022,October,10,Saturday,6,1,,,
3520,Rhonda Martin,Reginald Johnson,Nissan,Civic,2013,16627,0.083899894,1395,2022,August,8,Tuesday,2,23,,,
3521,Nathan Cook,Meagan Richards,Toyota,Corolla,2018,30433,0.143343101,4362.36,2023,January,1,Wednesday,3,11,,,
3522,Zachary Porter,Diane Soto,Toyota,Altima,2017,47792,0.101583688,4854.89,2022,June,6,Wednesday,3,22,,,
3523,Timothy Thomas,Megan White,Chevrolet,Civic,2021,27133,0.127608106,3462.39,2022,November,11,Saturday,6,5,,,
3524,Jose Garner,Kimberly King,Toyota,F-150,2017,16108,0.115460405,1859.84,2023,January,1,Sunday,7,1,,,
3525,Sara Taylor MD,Becky Porter,Honda,Civic,2021,44658,0.056485329,2522.52,2022,September,9,Monday,1,5,,,
3526,Juan Reed,Valerie Green,Honda,Silverado,2021,10768,0.057397757,618.06,2022,July,7,Thursday,4,28,,,
3527,Heather Calhoun,Heather Thompson,Ford,F-150,2019,16395,0.122946357,2015.71,2023,March,3,Sunday,7,12,,,
